movie_id,movie_year,trivia,mpaa,release_date,runtime,budget,html
tt0140688,1998,"A teen faces her impending adulthood in the carefree sex and drug revolution years of the early 80's prior to fears of AIDS. She lives with her bitter, divorced mother and her sadistic kid brother. Looking forward to a life based on her passion for art, she nevertheless gets in with the partying crowd which causes her to miss deadlines and poor grades which jeapordizes her future. Ultimately she ends up losing her virginity to an older artist wanna-be who she has had a long standing crush on.",R,July 10,1 hr 52 min,1000000,https://www.boxofficemojo.com/title/tt0140688/credits/
tt0141098,1999,A soon-to-be-married man encounters an exciting stranger after his plane suffers an accident on takeoff.,PG-13,March 19,1 hr 45 min,75000000,https://www.boxofficemojo.com/title/tt0141098/credits/
tt0141109,1998,"A father who can't keep his promises, dies in a car accident. One year later, he returns as a snowman, who has the final chance to put things right with his son, before he is gone forever.",PG,December 11,1 hr 41 min,85000000,https://www.boxofficemojo.com/title/tt0141109/credits/
tt0141369,1999,A security guard's dreams come true when he is selected to be transformed into a cybernetic police officer.,PG,July 23,1 hr 18 min,90000000,https://www.boxofficemojo.com/title/tt0141369/credits/
tt0141399,2000,"An unsuccessful over-the-top actress becomes a successful over-the-top author in this biography of Jacqueline Susann, the famed writer of ""Valley of the Dolls"" and other trashy novels. Facing a failing career, Susann Bette Midler meets a successful promoter who becomes her husband. After several failures to place her in commercials and a television quiz show, he hits upon the idea for her to become a writer. In the early 1960s, her books were looked upon as trash and non-printable. But then the sexual revolution hit and an audience was born for her books. The story shows the hidden behind the scenes story of Susann's life, including her autistic son and her continuing bout with cancer that she hid up to her death.",R,January 28,1 hr 35 min,44000000,https://www.boxofficemojo.com/title/tt0141399/credits/
tt0141907,2001,"Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps, some with his wife Ellie, others with longtime friends Mona and her husband Griffin. Deciding which direction to take often leads to unexpected encounters with hilarious consequences.",R,April 27,1 hr 44 min,90000000,https://www.boxofficemojo.com/title/tt0141907/credits/
tt0141926,2000,A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.,PG-13,April 21,1 hr 56 min,62000000,https://www.boxofficemojo.com/title/tt0141926/credits/
tt0142192,1999,"With the aid from a New York City policeman, a top immigrant cop tries to stop drug-trafficking and corruption by immigrant Chinese Triads, but things get complicated when the Triads try to bribe the policeman.",R,March 12,1 hr 50 min,25000000,https://www.boxofficemojo.com/title/tt0142192/credits/
tt0142342,1999,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",PG-13,June 25,1 hr 33 min,34200000,https://www.boxofficemojo.com/title/tt0142342/credits/
tt0142688,1999,"A rare book dealer, while seeking out the last two copies of a demon text, gets drawn into a conspiracy with supernatural overtones.",R,March 10,2 hr 13 min,38000000,https://www.boxofficemojo.com/title/tt0142688/credits/
tt0143145,1999,"James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.",PG-13,November 19,2 hr 8 min,135000000,https://www.boxofficemojo.com/title/tt0143145/credits/
tt0143746,1999,"A bachelor becomes the unwilling guardian of his autistic, intellectually disabled sister; then an experimental treatment works a dramatic change in her brain and his attitude.",PG-13,October 22,1 hr 42 min,21000000,https://www.boxofficemojo.com/title/tt0143746/credits/
tt0144084,2000,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",R,April 14,1 hr 41 min,7000000,https://www.boxofficemojo.com/title/tt0144084/credits/
tt0144117,1999,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,R,January 21,1 hr 48 min,6000000,https://www.boxofficemojo.com/title/tt0144117/credits/
tt0144120,1998,"Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll.",R,October 16,1 hr 29 min,25000000,https://www.boxofficemojo.com/title/tt0144120/credits/
tt0144142,2000,A young woman goes in search of her midlife crisis suffering husband who left her.,R,April 28,1 hr 38 min,3000000,https://www.boxofficemojo.com/title/tt0144142/credits/
tt0144214,1999,"When the daughter of a well-known and well-respected base commander is murdered, an undercover detective is summoned to look into the matter and finds a slew of cover-ups at West Point.",R,June 18,1 hr 56 min,95000000,https://www.boxofficemojo.com/title/tt0144214/credits/
tt0144528,2000,"Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines and his reputation are threatened by his evil clone Buddy Love.",PG-13,July 28,1 hr 46 min,84000000,https://www.boxofficemojo.com/title/tt0144528/credits/
tt0144640,1999,"A rich businessman's assumption that his new colleague is gay leads him to ask the man to keep an eye on his mistress. However, the man is not gay, and begins to fall for the woman himself.",PG-13,October 22,1 hr 38 min,20000000,https://www.boxofficemojo.com/title/tt0144640/credits/
tt0144814,1999,"A horrible massacre strikes up after an outcast teenage girl is taunted by a group of high school jocks, all of them unaware of her cutthroat telekinetic powers.",R,March 12,1 hr 44 min,21000000,https://www.boxofficemojo.com/title/tt0144814/credits/
tt0144964,2000,"Immortals Connor and Duncan MacLeod must join forces against Kell, an evil immortal who has become too strong for anyone to face alone.",R,September 1,1 hr 27 min,25000000,https://www.boxofficemojo.com/title/tt0144964/credits/
tt0145487,2002,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.",PG-13,May 3,2 hr 1 min,139000000,https://www.boxofficemojo.com/title/tt0145487/credits/
tt0145531,1999,"When a young woman becomes afflicted by stigmata, a priest is sent to investigate her case, which may have severe ramifications for his faith and for the Catholic Church itself.",R,September 10,1 hr 43 min,29000000,https://www.boxofficemojo.com/title/tt0145531/credits/
tt0145653,1999,"Based on the best-selling autobiography by Irish expatriate Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the poverty endemic in the slums of pre-war Limerick. The film opens with the family in Brooklyn, but following the death of one of Frankie's siblings, they return home, only to find the situation there even worse. Prejudice against Frankie's Northern Irish father makes his search for employment in the Republic difficult despite his having fought for the I.R.A., and when he does find money, he spends it on drink.",R,December 25,2 hr 25 min,50000000,https://www.boxofficemojo.com/title/tt0145653/credits/
tt0145660,1999,"Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"".",PG-13,June 11,1 hr 35 min,33000000,https://www.boxofficemojo.com/title/tt0145660/credits/
tt0145681,1999,A quadriplegic ex-homicide detective and his partner try to track down a serial killer who is terrorizing New York City.,R,November 5,1 hr 58 min,73000000,https://www.boxofficemojo.com/title/tt0145681/credits/
tt0145734,1998,Eleven articulate people work through affairs of the heart in Los Angeles.,R,January 1,2 hr 1 min,20000000,https://www.boxofficemojo.com/title/tt0145734/credits/
tt0145893,1999,"A magical crab works wonders for a terrible chef's culinary skills, leading her towards the man of her dreams.",PG-13,February 5,1 hr 36 min,6000000,https://www.boxofficemojo.com/title/tt0145893/credits/
tt0146309,2000,"In October 1962, the Kennedy administration struggles to contain the Cuban Missile Crisis.",PG-13,December 22,2 hr 25 min,80000000,https://www.boxofficemojo.com/title/tt0146309/credits/
tt0146316,2001,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.,PG-13,June 15,1 hr 40 min,115000000,https://www.boxofficemojo.com/title/tt0146316/credits/
tt0146336,1998,A college student suspects a series of bizarre deaths are connected to certain urban legends.,R,September 25,1 hr 39 min,14000000,https://www.boxofficemojo.com/title/tt0146336/credits/
tt0146675,1999,"At the end of the century, Satan visits New York in search of a bride. It's up to an ex-cop who now runs an elite security outfit to stop him.",R,November 24,2 hr 2 min,100000000,https://www.boxofficemojo.com/title/tt0146675/credits/
tt0146838,1999,A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.,R,December 22,2 hr 42 min,55000000,https://www.boxofficemojo.com/title/tt0146838/credits/
tt0146882,2000,"Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.",R,March 31,1 hr 53 min,30000000,https://www.boxofficemojo.com/title/tt0146882/credits/
tt0146984,2000,A down-and-out golfer attempts to recover his game and his life with help from a mystical caddy.,PG-13,November 3,2 hr 6 min,80000000,https://www.boxofficemojo.com/title/tt0146984/credits/
tt0147800,1999,"A pretty, popular teenager can't go out on a date until her ill-tempered older sister does.",PG-13,March 31,1 hr 37 min,30000000,https://www.boxofficemojo.com/title/tt0147800/credits/
tt0149261,1999,"Searching for a cure to Alzheimer's disease, a group of scientists on an isolated research facility become the prey, as a trio of intelligent sharks fight back.",R,July 30,1 hr 45 min,60000000,https://www.boxofficemojo.com/title/tt0149261/credits/
tt0149367,2000,"Old bank robber Henry, paralyzed from a stroke, is moved from a prison hospital to a retirement home, where Carol is a nurse. She doesn't believe he's paralyzed and sees him as a way out of her boring life.",PG-13,April 14,1 hr 29 min,28000000,https://www.boxofficemojo.com/title/tt0149367/credits/
tt0149624,2000,"Two Texas cowboys head to Mexico in search of work, but soon find themselves in trouble with the law after one of them falls in love with a wealthy rancher's daughter.",PG-13,December 25,1 hr 56 min,57000000,https://www.boxofficemojo.com/title/tt0149624/credits/
tt0149691,1999,A mother and daughter search for success in Beverly Hills.,PG-13,November 12,1 hr 54 min,23000000,https://www.boxofficemojo.com/title/tt0149691/credits/
tt0150216,1999,"A true story of politics and art in the 1930s U.S., focusing on a leftist musical drama and attempts to stop its production.",R,December 10,2 hr 12 min,36000000,https://www.boxofficemojo.com/title/tt0150216/credits/
tt0150377,1999,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",R,September 24,1 hr 45 min,70000000,https://www.boxofficemojo.com/title/tt0150377/credits/
tt0151137,1999,A young girl receives a vision that drives her to rid France of its oppressors.,R,November 12,2 hr 38 min,85000000,https://www.boxofficemojo.com/title/tt0151137/credits/
tt0151738,1999,A newspaper reporter enrolls in high school as part of research for a story.,PG-13,April 9,1 hr 47 min,25000000,https://www.boxofficemojo.com/title/tt0151738/credits/
tt0151804,1999,Three company workers who hate their jobs decide to rebel against their greedy boss.,R,February 19,1 hr 29 min,10000000,https://www.boxofficemojo.com/title/tt0151804/credits/
tt0154506,1998,A young writer who follows strangers for material meets a thief who takes him under his wing.,R,April 2,1 hr 9 min,6000,https://www.boxofficemojo.com/title/tt0154506/credits/
tt0155267,1999,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",R,August 6,1 hr 53 min,48000000,https://www.boxofficemojo.com/title/tt0155267/credits/
tt0155753,1998,"A college student faces an impossible journey when he is left stranded in the desert, thousands of miles from home, with no money and only a few days left until Christmas.",PG,November 13,1 hr 26 min,30000000,https://www.boxofficemojo.com/title/tt0155753/credits/
tt0155776,1999,Three of the most popular girls at Reagan High accidentally kill the prom queen with a jawbreaker when a kidnapping goes horribly wrong.,R,February 19,1 hr 27 min,3500000,https://www.boxofficemojo.com/title/tt0155776/credits/
tt0155975,1998,"A young female embezzler arrives at the Bates Motel, which has terrible secrets of its own.",R,December 4,1 hr 45 min,60000000,https://www.boxofficemojo.com/title/tt0155975/credits/
tt0156096,1999,An ex convict befriends an elderly coworker as they both try to find meaning in life and forgiveness for their past.,R,December 8,1 hr 50 min,2000000,https://www.boxofficemojo.com/title/tt0156096/credits/
tt0156323,2000,"A chauffeur kidnaps his rich boss's dog to hold it for ransom, but when she accidentally gets the dog back, she thinks that it's the chauffeur who's been kidnapped.",PG-13,May 12,1 hr 21 min,10000000,https://www.boxofficemojo.com/title/tt0156323/credits/
tt0156812,2000,"A shy boy grows up in 1940s Mississippi with the help of his beloved dog, Skip.",PG,January 14,1 hr 35 min,6000000,https://www.boxofficemojo.com/title/tt0156812/credits/
tt0156841,2000,"Abbie, tired of failed relationships, has a one-night-stand with her gay friend; they agree to raise the resulting baby together.",PG-13,March 3,1 hr 48 min,25000000,https://www.boxofficemojo.com/title/tt0156841/credits/
tt0156934,1999,"Police Sergeant Dutch Van Den Broek Harrison Ford and U.S. Representative Kay Chandler Dame Kristin Scott Thomas lose their spouses in a plane crash, and they soon discover that their spouses were having an affair with each other.",R,October 8,2 hr 13 min,64000000,https://www.boxofficemojo.com/title/tt0156934/credits/
tt0157472,2002,A teenager accidentally activates a machine that enables him to speed up his body so that other people seem to be standing still.,PG,March 29,1 hr 34 min,26000000,https://www.boxofficemojo.com/title/tt0157472/credits/
tt0157503,1999,A small-town beauty pageant turns deadly as it becomes clear that someone will go to any lengths to win.,PG-13,July 23,1 hr 37 min,15000000,https://www.boxofficemojo.com/title/tt0157503/credits/
tt0158583,1999,The President of the United States must deal with an international military crisis while confined to a Colorado diner during a freak snowstorm,,March 10,1 hr 44 min,800000,https://www.boxofficemojo.com/title/tt0158583/credits/
tt0158622,2000,"In this live-action prequel to The Flintstones 1994, the Flintstones and the Rubbles go on a trip to Rock Vegas, where Wilma Slaghoople Kristen Johnston is pursued by playboy Chip Rockefeller Thomas Gibson.",PG,April 28,1 hr 30 min,83000000,https://www.boxofficemojo.com/title/tt0158622/credits/
tt0158811,1999,"Gonzo is contacted by his alien family through his breakfast cereal. But when the men in black kidnap him, it's up to Kermit and the gang to rescue Gonzo and help him reunite with his long-lost family.",,July 14,1 hr 27 min,24000000,https://www.boxofficemojo.com/title/tt0158811/credits/
tt0158983,1999,"When Cartman and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",R,June 30,1 hr 21 min,21000000,https://www.boxofficemojo.com/title/tt0158983/credits/
tt0159097,1999,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid 1970s.",R,April 21,1 hr 37 min,9000000,https://www.boxofficemojo.com/title/tt0159097/credits/
tt0159273,2001,A Navy navigator is shot down over enemy territory and is ruthlessly pursued by a secret police enforcer and the opposing troops. Meanwhile his commanding officer goes against orders in an attempt to rescue him.,PG-13,November 30,1 hr 46 min,40000000,https://www.boxofficemojo.com/title/tt0159273/credits/
tt0159365,2003,"In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart.",R,December 25,2 hr 34 min,79000000,https://www.boxofficemojo.com/title/tt0159365/credits/
tt0159421,1999,"A tug-of-war between Elmo and his friend sends his blanket to faraway Grouchland, a place full of grouchy creatures and the villainous Huxley. Elmo embarks on a rescue mission, learning important lessons about sharing and responsibility.",,October 1,1 hr 13 min,26000000,https://www.boxofficemojo.com/title/tt0159421/credits/
tt0160009,2000,"UN's secretary general uses covert operations to help diplomacy along. Shaw's called back 6 months after one such operation. He witnesses the murder of Chinese UN ambassador at UN, NYC, chases the assassin and ends up a suspect.",R,August 25,1 hr 57 min,60000000,https://www.boxofficemojo.com/title/tt0160009/credits/
tt0160127,2000,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",PG-13,November 3,1 hr 38 min,93000000,https://www.boxofficemojo.com/title/tt0160127/credits/
tt0160184,2002,A lead detective being stalked by a serial killer is asked to check into a clinic treating law enforcement officials who can't face their jobs.,R,January 4,1 hr 36 min,55000000,https://www.boxofficemojo.com/title/tt0160184/credits/
tt0160236,1999,Inept Canadian mountie Dudley Do-Right chases after villian Snidely Whiplash and woos girlfriend Nell Fenwick.,PG,August 27,1 hr 17 min,70000000,https://www.boxofficemojo.com/title/tt0160236/credits/
tt0160399,2001,"In the future, an alien race uses androids as bombs to attack Earth. A government weapons specialist is accused of being one such android and sets out to prove his innocence.",PG-13,January 4,1 hr 35 min,30000000,https://www.boxofficemojo.com/title/tt0160399/credits/
tt0160429,1999,"Traveling to the exotic kingdom of Siam, English schoolteacher Anna Leonowens soon discovers that her most difficult challenge is the stubborn, imperious King himself.",,March 19,1 hr 27 min,25000000,https://www.boxofficemojo.com/title/tt0160429/credits/
tt0160484,2000,"A Catholic teacher meets an atheist journalist, whom a group of Catholics and Priests believes has been chosen by the devil to be the Antichrist.",R,October 13,1 hr 37 min,50000000,https://www.boxofficemojo.com/title/tt0160484/credits/
tt0160797,2000,An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a Middle Eastern country.,R,April 7,2 hr 8 min,60000000,https://www.boxofficemojo.com/title/tt0160797/credits/
tt0160862,1999,A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.,PG-13,January 29,1 hr 35 min,10000000,https://www.boxofficemojo.com/title/tt0160862/credits/
tt0160916,1999,Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.,R,October 15,1 hr 35 min,50000000,https://www.boxofficemojo.com/title/tt0160916/credits/
tt0161081,2000,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.,PG-13,July 21,2 hr 10 min,100000000,https://www.boxofficemojo.com/title/tt0161081/credits/
tt0161083,2001,"A rich man catches a thief burglarizing his home and steals the thief's lucky ring, who then tries to get it back.",PG-13,June 1,1 hr 34 min,60000000,https://www.boxofficemojo.com/title/tt0161083/credits/
tt0161100,1999,"While dealing with a friend's cold feet on his wedding day, a writer reminisces about his youth with his best friends.",R,July 16,1 hr 46 min,6000000,https://www.boxofficemojo.com/title/tt0161100/credits/
tt0162222,2000,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,PG-13,December 22,2 hr 23 min,90000000,https://www.boxofficemojo.com/title/tt0162222/credits/
tt0162346,2001,"With only the plan of moving in together after high school, two unusually devious friends seek direction in life. As a mere gag, they respond to a man's newspaper ad for a date, only to find it will greatly complicate their lives.",R,July 20,1 hr 51 min,7000000,https://www.boxofficemojo.com/title/tt0162346/credits/
tt0162360,1999,"3 prisoners escape. 2 end up in Happy, Texas, where they're mistaken for a gay couple expected there to help with the small girls beauty pageant. As the 2 are paid $1000, they decide to stay until the heat is gone.",PG-13,October 1,1 hr 38 min,2500000,https://www.boxofficemojo.com/title/tt0162360/credits/
tt0162650,2000,New York City police detective John Shaft nephew of the original 1970s detective goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racially-motivated murder.,R,June 16,1 hr 39 min,46000000,https://www.boxofficemojo.com/title/tt0162650/credits/
tt0162661,1999,"Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people, with the culprit being the legendary apparition, The Headless Horseman.",R,November 19,1 hr 45 min,100000000,https://www.boxofficemojo.com/title/tt0162661/credits/
tt0162677,1999,"Spike Lee's take on the ""Son of Sam"" murders in New York City during the summer of 1977 centering on the residents of an Italian-American Northeast Bronx neighborhood who live in fear and distrust of one another.",R,July 2,2 hr 22 min,22000000,https://www.boxofficemojo.com/title/tt0162677/credits/
tt0162983,2000,"A trio of sisters bond over their ambivalence toward the approaching death of their curmudgeonly father, to whom none of them was particularly close.",PG-13,February 18,1 hr 34 min,60000000,https://www.boxofficemojo.com/title/tt0162983/credits/
tt0163025,2001,"A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.",PG-13,July 5,1 hr 32 min,93000000,https://www.boxofficemojo.com/title/tt0163025/credits/
tt0163187,1999,A reporter is assigned to write a story about a woman who has left a string of fiancés at the altar.,PG,July 30,1 hr 56 min,70000000,https://www.boxofficemojo.com/title/tt0163187/credits/
tt0163579,1999,"A new biological chemical weapon that explodes up to temperatures over fifty degrees Fahrenheit, falls into the hands of two men who try to make sure that it doesn't get stolen by a terrorist.",R,September 3,1 hr 42 min,70000000,https://www.boxofficemojo.com/title/tt0163579/credits/
tt0163651,1999,Four teenage boys enter a pact to lose their virginity by prom night.,R,July 9,1 hr 35 min,11000000,https://www.boxofficemojo.com/title/tt0163651/credits/
tt0163676,2000,"A mentally disturbed young woman takes a job at a posh country club and falls in with a clique of wealthy college kids where she's taken under the wing of the clique's twisted leader, who harbors some dark secrets too terrifying to tell.",PG-13,July 21,1 hr 45 min,24000000,https://www.boxofficemojo.com/title/tt0163676/credits/
tt0163978,2000,"Vicenarian Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss. Excited and intrigued, he sets out to find it.",R,February 11,1 hr 59 min,50000000,https://www.boxofficemojo.com/title/tt0163978/credits/
tt0163983,2000,"Cody, a little girl abandoned by her mother and raised by her aunt, a nurse, is kidnapped. The girl's guardian, aided by an F.B.I. agent, learn that Cody has supernatural abilities, and the abductees are a Satanic cult willing to do anything to gain them.",R,August 11,1 hr 47 min,65000000,https://www.boxofficemojo.com/title/tt0163983/credits/
tt0163988,1999,"Haunted by the patients he failed to save, an extremely burned-out Manhattan ambulance paramedic fights to maintain his sanity over three fraught and turbulent nights.",R,October 22,2 hr 1 min,55000000,https://www.boxofficemojo.com/title/tt0163988/credits/
tt0164052,2000,"When the leader of a team of scientists volunteers to be the test subject for their experiment in human invisibility, he slowly unravels and turns against them, with horrific consequences.",R,August 4,1 hr 52 min,95000000,https://www.boxofficemojo.com/title/tt0164052/credits/
tt0164085,1999,"In an economically devastated Alaskan town, a fisherman with a troublesome past dates a woman whose young daughter does not approve of him. When he witnesses the murder of his shady brother, he, the woman and the kid run to the wilderness.",R,June 4,2 hr 6 min,10000000,https://www.boxofficemojo.com/title/tt0164085/credits/
tt0164108,1999,"With his career on the skids, a Hollywood screenwriter enlists the aid of a modern-day muse, who proves to test his patience.",PG-13,August 27,1 hr 37 min,15000000,https://www.boxofficemojo.com/title/tt0164108/credits/
tt0164114,1999,"Nicole and Chase used to be BFFs, then junior high happened. The high school centennial dance is coming but Nicole gets dumped. So does Chase. They stage a relationship to get at their exes. They visit each other's worlds. Love in the air?",PG-13,October 1,1 hr 31 min,8500000,https://www.boxofficemojo.com/title/tt0164114/credits/
tt0164181,1999,"After being hypnotized by his sister-in-law, a man begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around him.",R,September 10,1 hr 39 min,12000000,https://www.boxofficemojo.com/title/tt0164181/credits/
tt0164184,2002,"C.I.A. analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to induce a catastrophic conflict between the United States and Russia's newly elected President by detonating a nuclear weapon at a football game in Baltimore, Maryland.",PG-13,May 31,2 hr 4 min,68000000,https://www.boxofficemojo.com/title/tt0164184/credits/
tt0164212,2000,"A wealthy attorney in San Juan comes to the police station for ""10 min."" of follow up questions to finding a 12-year old girl's body in a park. Another young girl was also raped and murdered weeks earlier and the evidence points to him.",R,September 22,1 hr 50 min,25000000,https://www.boxofficemojo.com/title/tt0164212/credits/
tt0164334,2001,"When a congressman's daughter under Secret Service protection is kidnapped from a private school, detective Alex Cross investigates the case even though he's recovering from the loss of his partner.",R,April 6,1 hr 44 min,60000000,https://www.boxofficemojo.com/title/tt0164334/credits/
tt0164912,1999,"The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him.",PG,December 17,1 hr 24 min,133000000,https://www.boxofficemojo.com/title/tt0164912/credits/
tt0165494,1998,Talk show special guests air their grievances backstage and in front of the cameras as the host struggles to manage the mayhem that ensues.,R,November 27,1 hr 30 min,20000000,https://www.boxofficemojo.com/title/tt0165494/credits/
tt0165643,1999,A group of white high school teens become involved with Harlem's black hip-hop crowd.,R,April 7,1 hr 38 min,12000000,https://www.boxofficemojo.com/title/tt0165643/credits/
tt0165710,1999,"In 1978, four rebellious teenagers try to scam their way into a",R,August 13,1 hr 35 min,34000000,https://www.boxofficemojo.com/title/tt0165710/credits/
tt0165854,1999,An extremely volatile and dangerous Englishman goes to Los Angeles to find the man he considers responsible for his daughter's death.,R,October 8,1 hr 29 min,10000000,https://www.boxofficemojo.com/title/tt0165854/credits/
tt0165929,2000,An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.,R,March 22,1 hr 55 min,25000000,https://www.boxofficemojo.com/title/tt0165929/credits/
tt0165982,2003,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",PG,July 2,1 hr 26 min,60000000,https://www.boxofficemojo.com/title/tt0165982/credits/
tt0166110,2001,"Over 20 years after his death by a gunshot, Jimmy Bones comes back as a ghost to wreak revenge on those who killed him and to clean up his neighborhood.",R,October 26,1 hr 36 min,16000000,https://www.boxofficemojo.com/title/tt0166110/credits/
tt0166252,1999,The life of a provincial town becomes stormy after the appearance of an anonymous love letter.,PG-13,May 21,1 hr 28 min,20000000,https://www.boxofficemojo.com/title/tt0166252/credits/
tt0166276,2001,"In a coma, a cartoonist finds himself trapped within his own underground creation and must find a way to get back, while racing against his popular but treacherous character, Monkeybone.",PG-13,February 23,1 hr 33 min,75000000,https://www.boxofficemojo.com/title/tt0166276/credits/
tt0166485,1999,"The story of the romance between the King of Siam and widowed British schoolteacher, Anna Leonowens, during the 1860s.",PG-13,December 17,2 hr 28 min,92000000,https://www.boxofficemojo.com/title/tt0166485/credits/
tt0166813,2002,"A wild stallion is captured by humans and slowly loses the will to resist training, yet, throughout his struggles for freedom, the stallion refuses to let go of the hope of one day returning home to his herd.",G,May 24,1 hr 23 min,80000000,https://www.boxofficemojo.com/title/tt0166813/credits/
tt0166943,1999,Story of a schoolteacher's struggle to teach violin to inner-city Harlem kids.,PG,October 29,2 hr 4 min,27000000,https://www.boxofficemojo.com/title/tt0166943/credits/
tt0167190,2004,"A demon, raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.",PG-13,April 2,2 hr 2 min,66000000,https://www.boxofficemojo.com/title/tt0167190/credits/
tt0167203,2000,"Kuki, a divorced Italian socialite, changes her life after a serious car crash. She accepts a marriage proposal from Paolo Gallmann, a man she doesn't know well, and she moves to Kenya with him and her young son to start a cattle ranch. Challenges beset her, not the least of which is Paulo's love of danger and his leaving for days on end to hunt and fish with pals. She must face fierce storms, roving lions, venomous snakes, and murderous poachers, and she must find accommodation with a neighboring tribe. Her mother entreats her to return home. Can Kuki live her dream, tame Paolo, guide her son safely past the perils and errors of youth, and serve Africa?",PG-13,May 5,1 hr 54 min,50000000,https://www.boxofficemojo.com/title/tt0167203/credits/
tt0167260,2003,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,PG-13,December 17,3 hr 21 min,94000000,https://www.boxofficemojo.com/title/tt0167260/credits/
tt0167261,2002,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",PG-13,December 18,2 hr 59 min,94000000,https://www.boxofficemojo.com/title/tt0167261/credits/
tt0167404,1999,A boy who communicates with spirits seeks the help of a disheartened child psychologist.,PG-13,August 6,1 hr 47 min,40000000,https://www.boxofficemojo.com/title/tt0167404/credits/
tt0167427,1999,"A nerdy Catholic schoolgirl, Mary Katherine Gallagher, dreams of superstardom.",PG-13,October 8,1 hr 21 min,34000000,https://www.boxofficemojo.com/title/tt0167427/credits/
tt0167456,2004,"When The Hood finds and invades International Rescue's secret base and traps most of the Tracy family, only young Alan Tracy and his friends can save the day.",PG,July 23,1 hr 35 min,57000000,https://www.boxofficemojo.com/title/tt0167456/credits/
tt0168501,1999,"Just before best friend's wedding, the life of Chicago writer becomes crazy when the friend guesses that new book's story based on his bride's fervent past.",R,October 22,2 hr,9000000,https://www.boxofficemojo.com/title/tt0168501/credits/
tt0168786,2002,"Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins.",PG-13,December 19,2 hr,12500000,https://www.boxofficemojo.com/title/tt0168786/credits/
tt0169547,1999,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,R,September 15,2 hr 2 min,15000000,https://www.boxofficemojo.com/title/tt0169547/credits/
tt0170016,2000,"On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town.",PG,November 17,1 hr 44 min,123000000,https://www.boxofficemojo.com/title/tt0170016/credits/
